PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P03678,KK Nagar,1916,02-02-2011,193,3,2,5,Family,No,08-02-1988,Others,AllPub,Gravel,RH,2.8,3.5,4.5,3.69,500831,95904,10655980
P01694,Velachery,1622,25-02-2012,62,2,1,4,Partial,Yes,02-03-1991,Others,NoSewr ,Paved,RL,4.1,2.2,2.3,2.71,359784,190474,10581870
P02568,Velachery,1812,10-09-2011,41,3,2,5,AbNormal,No,11-09-2004,Commercial,AllPub,Paved,RH,2.3,2.5,4.2,2.96,542691,120598,15074740
P07023,Adyar,1010,20-03-2009,121,1,1,3,Partial,Yes,25-03-1989,Others,NoSeWa,No Access,RM,3.6,3.7,3.6,3.62,304343,39270,9817500
P08593,T Nagar,1526,28-10-2007,80,1,1,4,Normal Sale,Yes,01-11-1991,Commercial,AllPub,No Access,RH,4.2,2.8,3.9,3.715,530201,194407,17673370
P04290,Chrompet,775,29-09-2010,34,1,1,2,Normal Sale,No,09-10-1971,House,NoSeWa,Gravel,RH,2.2,4.7,2.2,3.2,211304,105652,6603250
P05709,Karapakkam,1239,07-01-2010,78,1,1,3,Family,Yes,11-01-1996,Others,AllPub,No Access,A,3.1,2.4,4.7,3.53,184376,47581,5947625
P07575,Anna Nagar,1538,29-09-2008,94,1,1,4,AbNormal,No,09-10-1971,House,NoSewr ,No Access,RH,2.7,3.7,3,3.07,287791,163082,9593040
P07988,Anna Nagar,1853,30-05-2008,142,2,1,5,Normal Sale,No,08-06-1972,Commercial,ELO,Paved,RM,3.5,3.4,2.5,3.075,759431,389978,20525170
P03542,Velachery,1536,05-03-2011,37,2,1,4,Family,Yes,12-03-1982,Commercial,ELO,No Access,RH,3.2,3.7,5,3.97,517869,220094,12946730
P08080,KK Nagar,2241,03-05-2008,10,4,2,6,Family,Yes,10-05-1983,House,AllPub,Paved,RM,4.2,2.7,4.5,3.87,477329,238665,12561300
P04024,Velachery,1709,23-11-2010,153,2,1,4,Partial,Yes,02-12-1974,House,NoSeWa,Paved,C,4.1,4,4.1,4.06,300949,138274,8133770
P06953,Chrompet,1282,09-04-2009,137,2,1,4,Partial,No,11-04-2001,Commercial,NoSeWa,Gravel,RM,2.1,4.4,4.9,3.86,471051,106366,15195200
P04836,Karapakkam,1319,21-06-2010,55,1,1,3,Normal Sale,No,01-07-1970,House,NoSeWa,No Access,C,4.7,5,3.7,4.39,161381,109170,4746500
P08875,Adyar,994,14-07-2007,14,1,1,3,Normal Sale,Yes,22-07-1974,House,NoSeWa,Gravel,RM,3.9,4.7,2.6,3.41,352984,83055,10381895
P00591,Chrompet,782,15-12-2013,192,1,1,2,Partial,No,23-12-1981,Others,AllPub,Paved,RL,3.2,4.2,3.8,3.78,212986,88132,7344340
P05392,KK Nagar,2235,05-03-2010,21,4,2,6,AdjLand,No,09-03-1993,Commercial,NoSeWa,Paved,RM,3.8,3.6,4.2,3.9,891866,455034,18201340
P04324,Adyar,650,22-09-2010,159,1,1,2,AdjLand,Yes,27-09-1989,House,NoSewr ,Paved,RM,3.9,2.7,3.7,3.56,299640,90800,9080015
P03831,Anna Nagar,1677,04-01-2011,55,1,1,4,Family,No,14-01-1969,House,AllPub,Paved,RH,2.1,4.8,2,2.735,414067,84937,10617090
P06758,Adyar,684,03-06-2009,82,1,1,2,Family,No,12-06-1974,Others,NoSeWa,Paved,A,4.1,3.6,2.4,3.15,173885,64063,4575925
P00987,Chrompet,1128,18-03-2013,41,1,1,3,Partial,Yes,20-03-2004,House,AllPub,No Access,RM,4.6,4.8,3.5,4.35,303960,49026,9805150
P06469,KK Nagar,1360,12-08-2009,157,2,1,4,Normal Sale,Yes,17-08-1991,Commercial,NoSewr ,Paved,RH,2.3,4.4,4.2,3.69,492311,214597,12623360
P05909,Chrompet,895,01-12-2009,193,1,1,3,AbNormal,Yes,07-12-1986,Others,NoSeWa,Gravel,RL,2,2.8,4.5,3.07,295535,38134,9533400
P02246,Chrompet,1227,07-11-2011,104,2,1,4,Normal Sale,Yes,14-11-1980,Others,ELO,Paved,RL,3.7,4.9,3,3.97,314977,157489,10499240
P08659,T Nagar,1720,02-10-2007,187,1,1,4,Family,No,03-10-2000,House,NoSewr ,Paved,RH,3.9,3.6,2.3,3.105,388983,125848,11440690
P02054,Karapakkam,1003,18-12-2011,42,1,1,3,AdjLand,No,21-12-1998,House,ELO,Paved,RL,4,3.4,4.9,4.18,282570,84771,7064250
P03753,KK Nagar,2114,16-01-2011,106,3,2,5,AbNormal,No,21-01-1991,Commercial,NoSeWa,Gravel,RL,5,2.8,4.8,4.26,778771,406315,16929800
P01032,Chrompet,973,07-02-2013,155,1,1,3,AdjLand,Yes,15-02-1984,House,NoSeWa,Paved,RH,2.7,3.8,3.3,3.32,245263,143775,8457350
P07331,Velachery,1655,18-12-2008,139,2,1,4,AdjLand,Yes,26-12-1976,House,NoSewr ,Paved,C,3.6,3,4.2,3.51,314127,174515,8725740
P08477,Adyar,910,17-12-2007,141,1,1,3,Normal Sale,No,26-12-1969,House,NoSewr ,Gravel,C,2.5,4.1,2.5,2.82,208434,45595,6513570
P09338,Adyar,840,12-01-2007,97,1,1,3,Normal Sale,Yes,21-01-1972,House,NoSeWa,No Access,RM,2.7,4.4,3.3,3.34,274318,34290,8572425
P06550,KK Nagar,1835,26-07-2009,194,3,2,5,Family,No,29-07-1996,Commercial,NoSeWa,Paved,RM,3.9,4.9,4.4,4.4,526771,247892,15493260
P00918,Chrompet,1001,02-05-2013,1,1,1,3,AdjLand,No,05-05-2000,Others,AllPub,Gravel,RL,2.3,3.6,2.2,2.79,272281,77795,9724320
P04151,Anna Nagar,1646,27-10-2010,94,1,1,4,AbNormal,Yes,29-10-2000,Commercial,AllPub,Paved,RM,3.8,2.8,4.3,3.75,800245,389863,20519100
P02861,Chrompet,907,10-07-2011,38,1,1,3,AdjLand,No,16-07-1984,Others,ELO,Gravel,RL,4.5,4.9,4.4,4.63,286305,107364,8947040
P08174,Adyar,809,01-04-2008,171,1,1,3,Partial,Yes,04-04-1999,Others,ELO,Paved,RL,2.5,3.6,4.3,3.62,361745,108524,9043635
P01460,Chrompet,1278,22-04-2012,99,2,1,4,Normal Sale,No,29-04-1986,Commercial,AllPub,Gravel,RL,2.1,2.1,3.7,2.58,394127,145973,14597300
P07573,Chrompet,1051,29-09-2008,66,1,1,3,Normal Sale,No,04-10-1989,Others,NoSeWa,Gravel,RL,3.9,2,3.4,2.99,251373,55861,9310120
P06761,Adyar,1054,02-06-2009,59,1,1,3,Normal Sale,No,05-06-1997,Others,NoSewr ,No Access,I,2.8,3.7,3.9,3.53,239942,15480,7740080
P05344,Karapakkam,971,13-03-2010,161,1,1,3,AdjLand,Yes,16-03-1999,Commercial,AllPub,Paved,C,3,2.6,4.5,3.48,408400,142052,8878250
P07249,KK Nagar,1956,07-01-2009,103,3,2,5,Normal Sale,No,15-01-1980,Commercial,AllPub,Gravel,RM,4.4,3,3.3,3.54,516993,150095,16677180
P09099,Anna Nagar,1921,07-04-2007,106,2,1,5,AdjLand,Yes,17-04-1967,Others,NoSeWa,No Access,RL,2.5,2,3.4,2.735,457635,257419,14301080
P01598,Karapakkam,947,11-03-2012,102,1,1,3,AbNormal,Yes,23-03-1965,Others,NoSeWa,Gravel,A,4.4,4.5,3.3,3.99,171240,104954,5523875
P07521,Velachery,1514,14-10-2008,67,2,1,4,Normal Sale,Yes,24-10-1968,Others,AllPub,No Access,C,2.1,2.4,4.9,3.08,285565,111053,7932350
P05384,Karapakkam,1125,05-03-2010,176,1,1,3,AbNormal,No,15-03-1969,Commercial,ELO,No Access,RH,2.6,4.4,3.4,3.46,306765,193746,8072750
P04156,Karapakkam,1394,25-10-2010,60,2,2,4,AdjLand,Yes,05-11-1967,House,AllPub,No Access,I,2.7,2.7,3.1,2.86,243679,111396,6962250
P06499,Karapakkam,1609,05-08-2009,60,2,2,4,Family,No,10-08-1989,Commercial,AllPub,Paved,RM,2.8,3.5,3,3.09,428241,129770,12977000
P04076,T Nagar,1916,13-11-2010,166,2,1,5,Partial,No,15-11-2003,House,ELO,Gravel,RL,4.3,2.2,3.6,3.46,342548,184449,13174940
P00978,Chrompet,1015,22-03-2013,24,1,1,3,Normal Sale,No,24-03-2005,House,NoSeWa,No Access,RL,4.4,3.6,3,3.66,255486,92904,7742000
P00555,Chrompet,835,07-01-2014,124,1,1,3,Partial,No,15-01-1984,Others,NoSewr ,Paved,RH,5,4.1,2.7,3.95,230883,83957,6996450
P01150,Anna Nagar,1617,27-11-2012,128,1,1,4,Normal Sale,No,06-12-1976,House,AllPub,No Access,RM,2.8,4.2,3.1,3.27,329667,181885,11367820
P01579,T Nagar,1901,15-03-2012,75,2,1,5,Normal Sale,No,20-03-1993,House,NoSeWa,Gravel,RM,4.7,2.5,3.8,3.745,448049,238026,14001530
P00602,Anna Nagar,1548,05-12-2013,81,1,1,4,Partiall,Yes,15-12-1974,Commercial,ELO,Paved,RM,4.6,3.4,5,4.46,557957,111591,18598580
P00021,Anna Nagar,1660,07-02-2015,50,1,1,4,Family,Yes,15-02-1982,House,NoSeWa,No Access,RL,4.9,4,2.8,3.835,371792,174278,11618510
P04742,Karapakkam,890,05-07-2010,163,1,1,3,AdjLand,Yes,09-07-1994,Others,ELO,Gravel,C,3.1,5,2,3.23,322356,120884,6715750
P09137,Chrompet,956,24-03-2007,134,1,1,3,Family,Yes,31-03-1978,Commercial,AllPub,Paved,RH,3,4.3,2.5,3.37,296124,130294,11844950
P09264,Velachery,1841,07-02-2007,37,3,2,5,AdjLand,Yes,19-02-1960,House,AllPub,Gravel,RL,3.5,3.8,4.3,3.88,356258,183875,11492190
P03499,Chrompet,1280,16-03-2011,185,2,1,4,Family,No,17-03-2004,Commercial,NoSeWa,No Access,RM,3.6,2.7,2.4,2.88,396308,127385,14153850
P05469,Anna Nagar,1636,19-02-2010,66,1,1,4,Family,Yes,24-02-1990,Others,NoSewr ,No Access,RM,3.5,2.4,3.7,3.305,498902,256193,13483830
P02419,KK Nagar,2204,08-10-2011,126,3,2,5,Normal Sale,Yes,10-10-2002,Others,NoSeWa,Paved,RH,4.7,2.8,3.4,3.61,490282,208370,12257060
P04073,Karapakkam,1203,13-11-2010,199,1,1,3,Normal Sale,Yes,16-11-1999,Others,AllPub,No Access,A,3.2,3.3,4.6,3.79,282793,144405,6016875
P07058,Chrompet,1122,08-03-2009,33,1,1,3,AdjLand,No,14-03-1985,House,ELO,Paved,RH,2.1,3.1,3.5,2.92,200395,48095,8015800
P02843,Anna Nagar,1574,15-07-2011,78,1,1,4,Partial,No,22-07-1980,House,ELO,Gravel,RL,2.5,2.8,2,2.375,363121,77026,11003670
P04582,KK Nagar,1374,06-08-2010,172,2,1,4,Normal Sale,No,10-08-1994,House,AllPub,Gravel,RM,2.3,4.5,4.6,3.88,477334,233796,9741520
P04534,Velachery,1746,13-08-2010,163,2,1,4,Normal Sale,Yes,22-08-1974,Commercial,ELO,Paved,C,2.9,3.5,2.9,3.17,449672,177143,13626420
P04604,Karapakkam,1370,01-08-2010,193,2,2,4,Family,Yes,08-08-1980,House,ELO,Gravel,I,4.2,3.6,2.1,3.18,229005,152670,7633500
P01660,Karapakkam,1362,29-02-2012,27,2,2,4,AbNormal,No,12-03-1964,House,NoSewr ,Gravel,C,2.4,3.1,2.6,2.69,252754,135194,5878000
P08614,Anna Nagar,1897,23-10-2007,148,2,1,5,Normal Sale,No,27-10-1990,Commercial,NoSewr ,Gravel,RH,4.1,3.1,3.3,3.53,559938,394030,20738440
P00397,Chrompet,1020,15-05-2014,80,1,1,3,Normal Sale,No,24-05-1979,House,NoSewr ,Paved,RL,4.2,3.8,3.4,3.8,208007,128004,8000250
P08186,Chrompet,897,28-03-2008,79,1,1,3,AdjLand,Yes,06-04-1973,House,AllPub,No Access,RM,2.2,2.2,5,3.04,249117,44485,8897050
P09149,Adyar,1023,18-03-2007,198,1,1,3,Family,No,21-03-1994,Commercial,AllPub,Gravel,I,3.5,3.7,2.7,3.14,484596,181723,12114895
P02319,Karapakkam,1344,24-10-2011,100,2,2,4,Partial,Yes,02-11-1972,Others,NoSewr ,Paved,RM,4.4,4.7,4.9,4.69,289579,224190,9341250
P03044,Anna Nagar,1689,07-06-2011,96,1,1,4,AdjLand,Yes,14-06-1980,Commercial,NoSeWa,Gravel,RL,3.3,3.7,4.9,4.04,574409,307719,20514620
P09258,Velachery,1764,09-02-2007,28,2,1,4,AdjLand,No,22-02-1954,Commercial,AllPub,No Access,RM,4.5,2.5,3.4,3.27,440633,279067,14687760
P06684,KK Nagar,1820,26-06-2009,84,3,2,5,Normal Sale,Yes,27-06-2004,House,AllPub,Paved,RL,3.6,2.5,2.4,2.79,388329,221902,11095100
P05396,Chrompet,987,04-03-2010,39,1,1,3,Normal Sale,Yes,05-03-2006,House,AllPub,Gravel,RM,3.6,4.1,2.7,3.53,340691,106466,10646600
P07340,T Nagar,1688,15-12-2008,171,1,1,4,Partial,Yes,17-12-2000,House,NoSewr ,No Access,RM,4.6,3.9,4,4.155,321820,141601,12872810
P07209,Anna Nagar,1908,21-01-2009,164,2,1,5,AdjLand,No,26-01-1989,House,AllPub,No Access,RH,2,3.5,4.7,3.455,339193,181711,12114050
P07150,Chrompet,1078,07-02-2009,54,1,1,3,AdjLand,Yes,17-02-1972,House,NoSeWa,Paved,RL,3.2,2.8,4.9,3.55,243057,140225,9348350
P02801,Karapakkam,1637,23-07-2011,100,2,2,4,AbNormal,Yes,03-08-1967,House,ELO,Paved,RM,4,4.8,2.6,3.68,432745,169335,9407500
P06936,Adyar,1019,14-04-2009,87,1,1,3,AbNormal,Yes,19-04-1988,House,NoSeWa,Paved,RH,2.6,3.5,4.9,3.93,322694,125492,8963715
P00573,Chrompet,1198,28-12-2013,7,1,1,3,Partial,Yes,05-01-1983,Commercial,ELO,No Access,RL,2,3.1,3.4,2.86,355402,92141,13163050
P04988,Chrompet,1002,22-05-2010,45,1,1,3,Normal Sale,Yes,28-05-1984,Commercial,NoSeWa,Gravel,RH,5,2.5,3.8,3.64,404950,88583,12654700
P01745,Karapakkam,1088,15-02-2012,176,1,1,3,Family,No,24-02-1974,Commercial,ELO,Gravel,I,2.4,4.2,5,3.98,279923,118755,8482500
P03455,Anna Nagar,1703,23-03-2011,101,1,1,4,Normal Sale,Yes,02-04-1971,Commercial,AllPub,Gravel,RM,4.5,3.6,3.9,4.035,650685,230888,20989850
P01212,Chrompet,946,21-10-2012,190,1,1,3,AbNormal,Yes,25-10-1996,House,NoSeWa,Paved,RH,3.9,3.2,3.6,3.53,231722,33103,8275800
P05818,Velachery,1983,17-12-2009,6,3,2,5,Partial,No,27-12-1969,Commercial,ELO,Paved,A,4.8,3.8,3.4,3.93,438606,186075,13291100
P05066,Karapakkam,1112,05-05-2010,190,1,1,3,AbNormal,No,17-05-1963,Commercial,NoSewr ,Paved,RM,5,4.2,3,3.96,407058,178709,9928250
P02291,Adyar,700,30-10-2011,134,1,1,2,Family,Yes,02-11-1996,House,NoSewr ,Paved,RH,3.3,4.7,2.9,3.38,273943,76095,7609525
P00114,Anna Nagar,1956,05-12-2014,133,2,1,5,Normal Sale,Yes,07-12-2007,Others,AllPub,No Access,RL,3.7,4.7,4.7,4.35,394631,182137,15178120
P07258,KK Nagar,1666,06-01-2009,175,2,1,4,AdjLand,No,13-01-1982,Others,NoSewr ,Paved,RL,2.7,2.9,4.3,3.4,353677,171786,10105060
P09876,Velachery,1959,21-12-2004,73,3,2,5,Partial,No,03-01-1956,House,AllPub,Paved,RM,5,2.8,3.4,3.53,388561,184055,10225280
P04051,Chrompet,1276,17-11-2010,92,2,1,4,Partial,Yes,21-11-1995,Others,NoSewr ,No Access,RL,3,4.4,4.2,3.92,340209,92784,10309370
P09289,Chrompet,1079,30-01-2007,171,1,1,3,Partial,Yes,03-02-1991,House,ELO,Paved,RH,4.2,3.5,2.2,3.32,211580,126948,8463200
P03026,KK Nagar,2357,12-06-2011,151,4,2,6,Partial,Yes,18-06-1985,Others,AllPub,Gravel,RH,3.4,2.3,2.6,2.75,399003,193066,12871060
P06043,Anna Nagar,1988,04-11-2009,134,2,1,5,Family,No,09-11-1990,Others,NoSewr ,Gravel,RL,2.9,4.2,2.8,3.185,472793,177297,14774770
P05810,Karapakkam,1257,18-12-2009,35,1,1,3,Partial,Yes,24-12-1986,Others,AllPub,Paved,RH,4.9,3.7,4.5,4.38,359574,155270,8172125
P09107,Velachery,1827,04-04-2007,182,3,2,5,AdjLand,No,11-04-1978,Commercial,ELO,Paved,RH,2.6,3,3.7,3.11,592747,296374,14818680
P05658,T Nagar,1661,17-01-2010,51,1,1,4,Normal Sale,Yes,21-01-1995,Commercial,NoSewr ,Paved,RM,2.2,4.5,2.2,2.775,777136,224960,20450950
P05299,Karapakkam,939,23-03-2010,35,1,1,3,Family,No,30-03-1982,Commercial,ELO,Paved,RM,4.7,2.8,3.8,3.77,338513,192129,9149000
P02450,Velachery,1607,02-10-2011,45,2,1,4,AdjLand,Yes,03-10-2004,Commercial,NoSeWa,No Access,A,3.4,2.6,3.9,3.19,374971,149988,12499040
P05577,KK Nagar,1829,01-02-2010,50,3,2,5,AdjLand,No,09-02-1980,Others,AllPub,Paved,RH,4.9,2.8,4.6,4.15,441738,226006,10272980
P07588,Chrompet,806,26-09-2008,11,1,1,3,Family,No,29-09-1996,House,NoSewr ,Gravel,RM,3.9,4.6,3.6,4.09,241819,86364,8636400
P02397,Chrompet,784,12-10-2011,162,1,1,2,AdjLand,No,18-10-1985,House,AllPub,Paved,RL,4.1,2.6,2,2.87,209997,44999,7499900
P09734,Velachery,1540,18-10-2005,36,2,1,4,Partial,Yes,23-10-1987,Commercial,AllPub,Gravel,A,3.4,2.4,4,3.13,480611,113829,12647660
P00141,Anna Nagar,1794,13-11-2014,62,1,1,4,AdjLand,No,16-11-2000,Commercial,NoSeWa,Paved,RM,5,4.3,2.9,3.985,729338,104191,20838230
P05230,KK Nagar,1875,06-04-2010,22,3,2,5,Partial,No,07-04-2004,House,AllPub,Paved,RH,2.7,4.6,2.1,3.03,279874,158595,9329120
P04567,KK Nagar,1494,08-08-2010,35,2,1,4,Partial,No,10-08-2002,House,NoSewr ,Gravel,RL,2.6,2.6,4.2,3.24,282731,82083,9120360
P06786,T Nagar,1921,25-05-2009,134,2,1,5,Family,Yes,01-06-1981,Commercial,NoSeWa,Paved,RH,3.3,3.4,5,4.09,694678,126305,21050860
P03967,Adyar,603,03-12-2010,188,1,1,2,Family,No,05-12-2001,House,NoSeWa,Gravel,I,4.6,4.5,3.9,4.23,197931,61853,6185335
P03081,KK Nagar,1479,30-05-2011,192,2,1,4,Partial,No,05-06-1984,Others,AllPub,Paved,RH,2.8,4.1,4.1,3.71,319235,134415,8400920
P04053,Anna Nagar,1574,17-11-2010,128,1,1,4,Partial,No,25-11-1978,House,NoSewr ,Gravel,RM,2,3.4,3.5,2.95,320110,189695,11855940
P09186,Chrompet,730,05-03-2007,4,1,1,2,AbNormal,Yes,09-03-1989,Others,ELO,Paved,RM,4.8,3.6,4.4,4.2,242260,89726,8972600
P05169,KK Nagar,2450,16-04-2010,197,4,2,6,Normal Sale,No,23-04-1980,House,NoSewr ,Gravel,RM,3.4,2.8,3,3.06,562797,137573,12506600
P06838,KK Nagar,1379,09-05-2009,83,2,1,4,AbNormal,No,14-05-1990,Others,NoSewr ,Gravel,RM,4.4,5,4.7,4.7,439020,122517,10209760
P07163,T Nagar,1621,03-02-2009,101,1,1,4,AbNormal,No,15-02-1964,Others,AllPub,Paved,RM,3.4,3.4,3,3.22,412785,167694,12899530
P05502,Karapakkam,617,12-02-2010,74,1,1,2,Partial,No,19-02-1984,Others,NoSeWa,No Access,A,2.1,3.8,5,3.77,118866,47051,2476375
P02014,Karapakkam,508,25-12-2011,115,1,1,2,Family,Yes,29-12-1995,House,NoSeWa,Gravel,I,4.3,3.4,4.3,4.03,249876,62469,5679000
P06298,Karapakkam,1485,17-09-2009,120,2,2,4,AbNormal,Yes,25-09-1977,House,ELO,No Access,RL,2,3,4.8,3.42,360923,104267,8020500
P04173,Karapakkam,804,22-10-2010,46,1,1,2,Normal Sale,No,24-10-2003,Commercial,NoSewr ,No Access,RM,3.1,2.5,4.4,3.44,293869,75566,8396250
P08552,Chrompet,917,10-11-2007,147,1,1,3,Partial,No,12-11-1999,House,ELO,No Access,RL,4.6,5,3.2,4.34,199097,78217,7110600
P02549,Anna Nagar,1729,13-09-2011,80,1,1,4,AdjLand,No,22-09-1974,Others,NoSewr ,Gravel,RM,2,4.3,2.2,2.655,382289,99112,14158860
P07189,Chrompet,1102,25-01-2009,89,1,1,3,Normal Sale,Yes,02-02-1980,Commercial,NoSeWa,Gravel,RM,2.7,3.6,2,2.85,449839,246686,14510950
P09800,Velachery,1826,18-06-2005,67,3,2,5,AdjLand,Yes,26-06-1974,Commercial,NoSewr ,Paved,RL,3,4.7,2.9,3.74,647223,215741,16595470
P06511,Velachery,1864,03-08-2009,46,3,2,5,Normal Sale,Yes,16-08-1958,Commercial,NoSewr ,Gravel,RH,2.7,2,3.1,2.51,636543,206876,15913570
P09936,Velachery,1776,19-08-2004,196,2,1,4,Partial,No,31-08-1956,Others,AllPub,Paved,RM,3,4.9,3.1,3.89,333552,177200,10423510
P04448,Chrompet,1091,29-08-2010,184,1,1,3,AbNormal,No,31-08-2002,Commercial,ELO,No Access,RM,2.9,4.5,2.9,3.54,317265,164978,12690600
P06861,Adyar,712,04-05-2009,118,1,1,2,Family,Yes,07-05-1998,Commercial,NoSewr ,Paved,RH,3.6,4.6,3.3,3.65,403057,137888,10606765
P00400,Chrompet,795,14-05-2014,16,1,1,2,Family,Yes,18-05-1997,Commercial,NoSewr ,Gravel,RM,2.2,2.8,4,2.98,406341,209327,12313350
P06876,Chrompet,922,30-04-2009,80,1,1,3,AdjLand,Yes,06-05-1987,Commercial,NoSewr ,Paved,RM,4,4.6,2.5,3.79,332248,53160,13289900
P05520,Karapakkam,1473,09-02-2010,80,2,2,4,Partial,Yes,12-02-2000,House,NoSewr ,Paved,RH,3.6,2,4.1,3.32,258912,100224,8352000
P05784,Karapakkam,1699,22-12-2009,10,2,2,4,Normal Sale,Yes,24-12-2000,Commercial,ELO,No Access,C,3,2.9,3.4,3.13,422679,102814,11423750
P02944,Chrompet,1026,25-06-2011,5,1,1,3,AdjLand,No,29-06-1992,Others,ELO,Gravel,RM,3.1,4,3.4,3.55,293482,80961,10120070
P08343,Anna Nagar,1570,07-02-2008,68,1,1,4,AbNormal,No,15-02-1975,Others,NoSeWa,No Access,RH,4.5,3,3.4,3.685,322143,96643,10738110
P07598,KK Nagar,1479,25-09-2008,199,2,1,4,Family,No,01-10-1986,House,AllPub,Gravel,RH,2.3,2.9,4.3,3.28,348321,186904,8495640
P03992,KK Nagar,2380,29-11-2010,20,4,2,6,Normal Sale,No,04-12-1988,Others,NoSewr ,Gravel,RH,4.4,4.9,2.9,3.95,518324,135751,12341040
P00005,Chrompet,704,16-02-2015,52,1,1,2,Partial,No,26-02-1976,House,AllPub,Gravel,RH,3.9,2.1,2.2,2.67,162460,81230,6248450
P06750,KK Nagar,1325,06-06-2009,139,1,1,3,Normal Sale,Yes,12-06-1984,House,NoSewr ,Paved,RH,4.5,4.3,2.7,3.72,322145,101730,8477500
P09888,Velachery,1558,05-12-2004,49,2,1,4,Family,No,19-12-1949,Commercial,AllPub,Paved,RH,4.5,3.8,4.8,4.28,452317,87950,12564350
P05990,Chrompet,1133,14-11-2009,64,1,1,3,Partial,Yes,15-11-2004,Others,AllPub,NoAccess,RH,4.1,4.3,4.4,4.27,307064,158184,9304960
P01925,KK Nagar,1866,14-01-2012,86,3,2,5,AdjLand,No,19-01-1991,House,AllPub,Gravel,RL,2.6,4.1,3.8,3.53,530289,227267,10822220
P03737,Adyar,936,20-01-2011,106,1,1,3,Normal Sale,Yes,26-01-1987,Others,ELO,Paved,RH,2.6,2.8,3.9,3.29,352492,108459,9038260
P07961,Velachery,1657,10-06-2008,187,2,1,4,Normal Sale,No,23-06-1958,Commercial,AllPub,No Access,A,3,2.9,2.3,2.75,401448,184449,10849950
P02140,Chrompet,904,02-12-2011,36,1,1,3,Family,No,05-12-1999,Others,AllPub,No Access,RM,2.6,2.8,4.3,3.19,236658,50712,8452080
P00010,Chrompet,924,13-02-2015,183,1,1,3,AdjLand,Yes,20-02-1985,Commercial,ELO,Gravel,RM,4.2,3.4,4,3.82,404553,229247,13485100
P07072,KK Nagar,2031,05-03-2009,74,3,2,5,AdjLand,Yes,09-03-1993,Others,NoSeWa,Paved,RH,3.9,2.1,4.1,3.44,498882,190050,11878140
P03421,Velachery,1945,30-03-2011,63,3,2,5,Family,Yes,03-04-1995,House,ELO,Gravel,RH,2.3,3.5,2.7,2.96,416553,153467,10961920
P00283,Chrompet,1297,28-07-2014,170,2,1,4,Family,No,07-08-1975,House,NoSewr ,Gravel,RM,3.9,4.3,3.3,3.88,282477,131150,10088450
P05261,KK Nagar,2179,30-03-2010,132,3,2,5,AbNormal,Yes,06-04-1981,Commercial,AllPub,Paved,RL,4.2,4.8,3.8,4.22,589346,357180,17858980
P01280,Chrompet,996,04-09-2012,191,1,1,3,Family,Yes,11-09-1984,House,ELO,Gravel,RL,2.5,3,2.5,2.7,264927,63948,9135400
P03614,Chrompet,969,16-02-2011,176,1,1,3,Family,No,26-02-1972,Others,NoSeWa,Paved,RM,4.7,3.7,2.3,3.58,285331,43232,8646380
P09768,Velachery,1506,28-08-2005,180,2,1,4,AdjLand,No,03-09-1982,Others,NoSewr ,Gravel,C,2.4,2.3,4.7,3.05,291588,85761,8576110
P01154,Chrompet,1095,25-11-2012,52,1,1,3,Partial,No,30-11-1993,House,AllPub,Gravel,RH,4.2,4.8,3.9,4.35,276119,108774,8367250
P02825,KK Nagar,1329,19-07-2011,44,1,1,3,AbNormal,Yes,23-07-1992,Others,AllPub,Paved,RL,4.4,4.3,2.4,3.57,492038,236178,9840760
P04522,Karapakkam,1130,14-08-2010,130,1,1,3,Partial,Yes,15-08-2005,Others,NoSewr ,Gravel,RH,3,2.4,4.3,3.34,253845,177692,8461500
P05489,Karapakkam,1299,15-02-2010,141,1,1,3,Normal Sale,No,24-02-1975,Commercial,AllPub,Paved,RL,4.1,3.6,4.6,4.15,458004,117164,10651250
P02321,Karapakkam,514,24-10-2011,79,1,1,2,AdjLand,No,02-11-1973,House,AllPub,No Access,C,3.2,4.2,2.6,3.26,111366,43309,3093500
P03117,KK Nagar,1738,24-05-2011,178,2,1,4,AdjLand,No,25-05-2006,House,AllPub,Gravel,RL,3.5,2.3,4.2,3.42,330042,159698,10646500
P00901,TNagar,1782,13-05-2013,168,1,1,4,Family,No,18-05-1993,House,NoSewr ,Gravel,RH,4.8,4.4,4.3,4.475,375257,181576,12105050
P04095,Karapakkam,749,09-11-2010,132,1,1,2,AbNormal,Yes,20-11-1964,House,NoSewr ,No Access,RH,4,3.8,3.2,3.62,218325,101175,5325000
P08127,Chrompet,1267,15-04-2008,5,2,1,4,Partial,Yes,21-04-1984,House,NoSewr ,No Access,RL,3.7,4.2,4.2,4.05,234915,65776,9396600
P01770,Karapakkam,694,10-02-2012,32,1,1,2,AdjLand,No,18-02-1977,Commercial,NoSeWa,Gravel,I,4.2,4.7,3.8,4.19,270514,97108,6936250
P07769,Adyar,1175,08-08-2008,69,1,1,3,Normal Sale,Yes,16-08-1979,Others,ELO,Paved,RL,4.4,2.3,4.1,3.83,418573,160990,10732635
